"","year","mean_residual","rmse"
"1",2014,0.0869460288605514,1.79877726933065
"2",2015,-0.0565681782695223,1.83275579673126
"3",2016,-0.0725783475560836,1.89904787923452
"4",2017,-0.0455757480260575,1.88550404352798
"5",2018,-0.000199473348713696,1.70907947364591
"6",2019,-0.0163433957475309,1.79816522481299
"7",2020,0.0160985194710865,1.94068481510121
"8",2021,-6.28325510967349e-05,1.87783297023927
"9",2022,-0.0504016074238386,1.98557629257429
"10",2023,-0.000562245006604106,1.90667342959124
