"","year","mean_residual","rmse"
"1",2014,0.107364701368477,1.84041832928338
"2",2015,-0.0451667812179253,1.84124252630627
"3",2016,-0.0318898697292358,1.87689881035532
"4",2017,0.00873926311570401,1.84123559091794
"5",2018,0.023268631164804,1.77168849014094
"6",2019,0.00867757916282315,1.78899393540076
"7",2020,0.00152350651887787,1.95103256907987
"8",2021,-0.00916589645938514,1.91424007306661
"9",2022,-0.0166288069339485,1.9918138200592
"10",2023,0.00644623193578971,1.95850684584119
